HourUTC;School_holiday;Weekend;Week_day;Working_hours;Winter;Spring;Summer;Autumn;Holiday;Daylight_hours;Mean_temp
31/12/2023 22.00;1;1;0;0;1;0;0;0;0;7,00452;5,4
31/12/2023 21.00;1;1;0;0;1;0;0;0;0;7,00452;5,2
31/12/2023 20.00;1;1;0;0;1;0;0;0;0;7,00452;5,1
31/12/2023 19.00;1;1;0;0;1;0;0;0;0;7,00452;5
31/12/2023 18.00;1;1;0;0;1;0;0;0;0;7,00452;5
31/12/2023 17.00;1;1;0;0;1;0;0;0;0;7,00452;5,2
31/12/2023 16.00;1;1;0;0;1;0;0;0;0;7,00452;5,2
31/12/2023 15.00;1;1;0;0;1;0;0;0;0;7,00452;5,3
31/12/2023 14.00;1;1;0;0;1;0;0;0;0;7,00452;5,5
31/12/2023 13.00;1;1;0;0;1;0;0;0;0;7,00452;5,7
31/12/2023 12.00;1;1;0;0;1;0;0;0;0;7,00452;5,8
31/12/2023 11.00;1;1;0;0;1;0;0;0;0;7,00452;5,8
31/12/2023 10.00;1;1;0;0;1;0;0;0;0;7,00452;5,5
31/12/2023 09.00;1;1;0;0;1;0;0;0;0;7,00452;5,4
31/12/2023 08.00;1;1;0;0;1;0;0;0;0;7,00452;5,3
31/12/2023 07.00;1;1;0;0;1;0;0;0;0;7,00452;5,3
31/12/2023 06.00;1;1;0;0;1;0;0;0;0;7,00452;5,1
31/12/2023 05.00;1;1;0;0;1;0;0;0;0;7,00452;4,8
31/12/2023 04.00;1;1;0;0;1;0;0;0;0;7,00452;4,2
31/12/2023 03.00;1;1;0;0;1;0;0;0;0;7,00452;3,9
31/12/2023 02.00;1;1;0;0;1;0;0;0;0;7,00452;3,3
31/12/2023 01.00;1;1;0;0;1;0;0;0;0;7,00452;3,2
31/12/2023 00.00;1;1;0;0;1;0;0;0;0;7,00452;2,7
30/12/2023 23.00;1;1;0;0;1;0;0;0;0;6,984228;2,6
30/12/2023 22.00;1;1;0;0;1;0;0;0;0;6,984228;4
30/12/2023 21.00;1;1;0;0;1;0;0;0;0;6,984228;4,8
30/12/2023 20.00;1;1;0;0;1;0;0;0;0;6,984228;5,1
30/12/2023 19.00;1;1;0;0;1;0;0;0;0;6,984228;5,3
30/12/2023 18.00;1;1;0;0;1;0;0;0;0;6,984228;5,2
30/12/2023 17.00;1;1;0;0;1;0;0;0;0;6,984228;5,2
30/12/2023 16.00;1;1;0;0;1;0;0;0;0;6,984228;5,4
30/12/2023 15.00;1;1;0;0;1;0;0;0;0;6,984228;5,4
30/12/2023 14.00;1;1;0;0;1;0;0;0;0;6,984228;5
30/12/2023 13.00;1;1;0;0;1;0;0;0;0;6,984228;5
30/12/2023 12.00;1;1;0;0;1;0;0;0;0;6,984228;5,4
30/12/2023 11.00;1;1;0;0;1;0;0;0;0;6,984228;4,7
30/12/2023 10.00;1;1;0;0;1;0;0;0;0;6,984228;3,5
30/12/2023 09.00;1;1;0;0;1;0;0;0;0;6,984228;2,1
30/12/2023 08.00;1;1;0;0;1;0;0;0;0;6,984228;2,1
30/12/2023 07.00;1;1;0;0;1;0;0;0;0;6,984228;2
30/12/2023 06.00;1;1;0;0;1;0;0;0;0;6,984228;2,3
30/12/2023 05.00;1;1;0;0;1;0;0;0;0;6,984228;2,4
30/12/2023 04.00;1;1;0;0;1;0;0;0;0;6,984228;2,7
30/12/2023 03.00;1;1;0;0;1;0;0;0;0;6,984228;2,9
30/12/2023 02.00;1;1;0;0;1;0;0;0;0;6,984228;2,7
30/12/2023 01.00;1;1;0;0;1;0;0;0;0;6,984228;3,5
30/12/2023 00.00;1;1;0;0;1;0;0;0;0;6,984228;3,6
29/12/2023 23.00;1;0;1;0;1;0;0;0;0;6,966159;3,8
29/12/2023 22.00;1;0;1;0;1;0;0;0;0;6,966159;4,4
29/12/2023 21.00;1;0;1;0;1;0;0;0;0;6,966159;4,5
29/12/2023 20.00;1;0;1;0;1;0;0;0;0;6,966159;4,9
29/12/2023 19.00;1;0;1;0;1;0;0;0;0;6,966159;5,1
29/12/2023 18.00;1;0;1;0;1;0;0;0;0;6,966159;5,4
29/12/2023 17.00;1;0;1;0;1;0;0;0;0;6,966159;6,1
29/12/2023 16.00;1;0;1;0;1;0;0;0;0;6,966159;6,5
29/12/2023 15.00;1;0;1;1;1;0;0;0;0;6,966159;6,2
29/12/2023 14.00;1;0;1;1;1;0;0;0;0;6,966159;6,6
29/12/2023 13.00;1;0;1;1;1;0;0;0;0;6,966159;7,1
29/12/2023 12.00;1;0;1;1;1;0;0;0;0;6,966159;7,2
29/12/2023 11.00;1;0;1;1;1;0;0;0;0;6,966159;6,7
29/12/2023 10.00;1;0;1;1;1;0;0;0;0;6,966159;6,7
29/12/2023 09.00;1;0;1;1;1;0;0;0;0;6,966159;7
29/12/2023 08.00;1;0;1;0;1;0;0;0;0;6,966159;6,9
29/12/2023 07.00;1;0;1;0;1;0;0;0;0;6,966159;7,1
29/12/2023 06.00;1;0;1;0;1;0;0;0;0;6,966159;6,5
29/12/2023 05.00;1;0;1;0;1;0;0;0;0;6,966159;6,2
29/12/2023 04.00;1;0;1;0;1;0;0;0;0;6,966159;7,5
29/12/2023 03.00;1;0;1;0;1;0;0;0;0;6,966159;7,4
29/12/2023 02.00;1;0;1;0;1;0;0;0;0;6,966159;7,4
29/12/2023 01.00;1;0;1;0;1;0;0;0;0;6,966159;7,8
29/12/2023 00.00;1;0;1;0;1;0;0;0;0;6,966159;8,2
28/12/2023 23.00;1;0;1;0;1;0;0;0;0;6,950339;8,4
28/12/2023 22.00;1;0;1;0;1;0;0;0;0;6,950339;8,4
28/12/2023 21.00;1;0;1;0;1;0;0;0;0;6,950339;8
28/12/2023 20.00;1;0;1;0;1;0;0;0;0;6,950339;8,1
28/12/2023 19.00;1;0;1;0;1;0;0;0;0;6,950339;8,2
28/12/2023 18.00;1;0;1;0;1;0;0;0;0;6,950339;8,1
28/12/2023 17.00;1;0;1;0;1;0;0;0;0;6,950339;8
28/12/2023 16.00;1;0;1;0;1;0;0;0;0;6,950339;7,9
28/12/2023 15.00;1;0;1;1;1;0;0;0;0;6,950339;7,3
28/12/2023 14.00;1;0;1;1;1;0;0;0;0;6,950339;7,2
28/12/2023 13.00;1;0;1;1;1;0;0;0;0;6,950339;7,1
28/12/2023 12.00;1;0;1;1;1;0;0;0;0;6,950339;6,8
28/12/2023 11.00;1;0;1;1;1;0;0;0;0;6,950339;7,3
28/12/2023 10.00;1;0;1;1;1;0;0;0;0;6,950339;6,8
28/12/2023 09.00;1;0;1;1;1;0;0;0;0;6,950339;8
28/12/2023 08.00;1;0;1;0;1;0;0;0;0;6,950339;7,8
28/12/2023 07.00;1;0;1;0;1;0;0;0;0;6,950339;7,7
28/12/2023 06.00;1;0;1;0;1;0;0;0;0;6,950339;7,5
28/12/2023 05.00;1;0;1;0;1;0;0;0;0;6,950339;7,3
28/12/2023 04.00;1;0;1;0;1;0;0;0;0;6,950339;7,6
28/12/2023 03.00;1;0;1;0;1;0;0;0;0;6,950339;7,9
28/12/2023 02.00;1;0;1;0;1;0;0;0;0;6,950339;6,8
28/12/2023 01.00;1;0;1;0;1;0;0;0;0;6,950339;5
28/12/2023 00.00;1;0;1;0;1;0;0;0;0;6,950339;3,5
27/12/2023 23.00;1;0;1;0;1;0;0;0;0;6,936792;1,9
27/12/2023 22.00;1;0;1;0;1;0;0;0;0;6,936792;1,1
27/12/2023 21.00;1;0;1;0;1;0;0;0;0;6,936792;1
27/12/2023 20.00;1;0;1;0;1;0;0;0;0;6,936792;0,8
27/12/2023 19.00;1;0;1;0;1;0;0;0;0;6,936792;0,8
27/12/2023 18.00;1;0;1;0;1;0;0;0;0;6,936792;1,7
27/12/2023 17.00;1;0;1;0;1;0;0;0;0;6,936792;1,4
27/12/2023 16.00;1;0;1;0;1;0;0;0;0;6,936792;1,1
27/12/2023 15.00;1;0;1;1;1;0;0;0;0;6,936792;1,1
27/12/2023 14.00;1;0;1;1;1;0;0;0;0;6,936792;1
27/12/2023 13.00;1;0;1;1;1;0;0;0;0;6,936792;0,5
27/12/2023 12.00;1;0;1;1;1;0;0;0;0;6,936792;0,2
27/12/2023 11.00;1;0;1;1;1;0;0;0;0;6,936792;-0,3
27/12/2023 10.00;1;0;1;1;1;0;0;0;0;6,936792;-1,5
27/12/2023 09.00;1;0;1;1;1;0;0;0;0;6,936792;-1,3
27/12/2023 08.00;1;0;1;0;1;0;0;0;0;6,936792;0
27/12/2023 07.00;1;0;1;0;1;0;0;0;0;6,936792;0,6
27/12/2023 06.00;1;0;1;0;1;0;0;0;0;6,936792;1,3
27/12/2023 05.00;1;0;1;0;1;0;0;0;0;6,936792;1,7
27/12/2023 04.00;1;0;1;0;1;0;0;0;0;6,936792;2,1
27/12/2023 03.00;1;0;1;0;1;0;0;0;0;6,936792;2,5
27/12/2023 02.00;1;0;1;0;1;0;0;0;0;6,936792;3,1
27/12/2023 01.00;1;0;1;0;1;0;0;0;0;6,936792;3,1
27/12/2023 00.00;1;0;1;0;1;0;0;0;0;6,936792;3,6
26/12/2023 23.00;1;0;1;0;1;0;0;0;1;6,92554;3,9
26/12/2023 22.00;1;0;1;0;1;0;0;0;1;6,92554;3,8
26/12/2023 21.00;1;0;1;0;1;0;0;0;1;6,92554;3,6
26/12/2023 20.00;1;0;1;0;1;0;0;0;1;6,92554;3,6
26/12/2023 19.00;1;0;1;0;1;0;0;0;1;6,92554;4,2
26/12/2023 18.00;1;0;1;0;1;0;0;0;1;6,92554;3,9
26/12/2023 17.00;1;0;1;0;1;0;0;0;1;6,92554;3,4
26/12/2023 16.00;1;0;1;0;1;0;0;0;1;6,92554;3,5
26/12/2023 15.00;1;0;1;0;1;0;0;0;1;6,92554;3,7
26/12/2023 14.00;1;0;1;0;1;0;0;0;1;6,92554;4,4
26/12/2023 13.00;1;0;1;0;1;0;0;0;1;6,92554;5,1
26/12/2023 12.00;1;0;1;0;1;0;0;0;1;6,92554;4,3
26/12/2023 11.00;1;0;1;0;1;0;0;0;1;6,92554;3,5
26/12/2023 10.00;1;0;1;0;1;0;0;0;1;6,92554;2,4
26/12/2023 09.00;1;0;1;0;1;0;0;0;1;6,92554;1,6
26/12/2023 08.00;1;0;1;0;1;0;0;0;1;6,92554;1,6
26/12/2023 07.00;1;0;1;0;1;0;0;0;1;6,92554;2,1
26/12/2023 06.00;1;0;1;0;1;0;0;0;1;6,92554;3,2
26/12/2023 05.00;1;0;1;0;1;0;0;0;1;6,92554;5,8
26/12/2023 04.00;1;0;1;0;1;0;0;0;1;6,92554;6,6
26/12/2023 03.00;1;0;1;0;1;0;0;0;1;6,92554;7,1
26/12/2023 02.00;1;0;1;0;1;0;0;0;1;6,92554;7,1
26/12/2023 01.00;1;0;1;0;1;0;0;0;1;6,92554;6,8
26/12/2023 00.00;1;0;1;0;1;0;0;0;1;6,92554;5,7
25/12/2023 23.00;1;0;1;0;1;0;0;0;1;6,916597;4
25/12/2023 22.00;1;0;1;0;1;0;0;0;1;6,916597;4
25/12/2023 21.00;1;0;1;0;1;0;0;0;1;6,916597;3,6
25/12/2023 20.00;1;0;1;0;1;0;0;0;1;6,916597;3,7
25/12/2023 19.00;1;0;1;0;1;0;0;0;1;6,916597;3,6
25/12/2023 18.00;1;0;1;0;1;0;0;0;1;6,916597;4,2
25/12/2023 17.00;1;0;1;0;1;0;0;0;1;6,916597;4,2
25/12/2023 16.00;1;0;1;0;1;0;0;0;1;6,916597;4,3
25/12/2023 15.00;1;0;1;0;1;0;0;0;1;6,916597;4,4
25/12/2023 14.00;1;0;1;0;1;0;0;0;1;6,916597;5,5
25/12/2023 13.00;1;0;1;0;1;0;0;0;1;6,916597;6,1
25/12/2023 12.00;1;0;1;0;1;0;0;0;1;6,916597;6,4
25/12/2023 11.00;1;0;1;0;1;0;0;0;1;6,916597;5,9
25/12/2023 10.00;1;0;1;0;1;0;0;0;1;6,916597;5,4
25/12/2023 09.00;1;0;1;0;1;0;0;0;1;6,916597;5,4
25/12/2023 08.00;1;0;1;0;1;0;0;0;1;6,916597;5,9
25/12/2023 07.00;1;0;1;0;1;0;0;0;1;6,916597;5,7
25/12/2023 06.00;1;0;1;0;1;0;0;0;1;6,916597;6
25/12/2023 05.00;1;0;1;0;1;0;0;0;1;6,916597;6,5
25/12/2023 04.00;1;0;1;0;1;0;0;0;1;6,916597;6,4
25/12/2023 03.00;1;0;1;0;1;0;0;0;1;6,916597;6,6
25/12/2023 02.00;1;0;1;0;1;0;0;0;1;6,916597;7,3
25/12/2023 01.00;1;0;1;0;1;0;0;0;1;6,916597;7,8
25/12/2023 00.00;1;0;1;0;1;0;0;0;1;6,916597;7,8
24/12/2023 23.00;1;1;0;0;1;0;0;0;0;6,909979;7,9
24/12/2023 22.00;1;1;0;0;1;0;0;0;0;6,909979;7,7
24/12/2023 21.00;1;1;0;0;1;0;0;0;0;6,909979;7,8
24/12/2023 20.00;1;1;0;0;1;0;0;0;0;6,909979;7,7
24/12/2023 19.00;1;1;0;0;1;0;0;0;0;6,909979;7,2
24/12/2023 18.00;1;1;0;0;1;0;0;0;0;6,909979;7,2
24/12/2023 17.00;1;1;0;0;1;0;0;0;0;6,909979;7,8
24/12/2023 16.00;1;1;0;0;1;0;0;0;0;6,909979;8,9
24/12/2023 15.00;1;1;0;0;1;0;0;0;0;6,909979;9
24/12/2023 14.00;1;1;0;0;1;0;0;0;0;6,909979;9,1
24/12/2023 13.00;1;1;0;0;1;0;0;0;0;6,909979;9,1
24/12/2023 12.00;1;1;0;0;1;0;0;0;0;6,909979;8,7
24/12/2023 11.00;1;1;0;0;1;0;0;0;0;6,909979;6,8
24/12/2023 10.00;1;1;0;0;1;0;0;0;0;6,909979;3,8
24/12/2023 09.00;1;1;0;0;1;0;0;0;0;6,909979;2,3
24/12/2023 08.00;1;1;0;0;1;0;0;0;0;6,909979;1,6
24/12/2023 07.00;1;1;0;0;1;0;0;0;0;6,909979;1,3
24/12/2023 06.00;1;1;0;0;1;0;0;0;0;6,909979;0,9
24/12/2023 05.00;1;1;0;0;1;0;0;0;0;6,909979;0,7
24/12/2023 04.00;1;1;0;0;1;0;0;0;0;6,909979;0,6
24/12/2023 03.00;1;1;0;0;1;0;0;0;0;6,909979;1,1
24/12/2023 02.00;1;1;0;0;1;0;0;0;0;6,909979;1,6
24/12/2023 01.00;1;1;0;0;1;0;0;0;0;6,909979;1,5
24/12/2023 00.00;1;1;0;0;1;0;0;0;0;6,909979;1,1
23/12/2023 23.00;1;1;0;0;1;0;0;0;0;6,905694;0,8
23/12/2023 22.00;1;1;0;0;1;0;0;0;0;6,905694;0,4
23/12/2023 21.00;1;1;0;0;1;0;0;0;0;6,905694;-0,1
23/12/2023 20.00;1;1;0;0;1;0;0;0;0;6,905694;-1,2
23/12/2023 19.00;1;1;0;0;1;0;0;0;0;6,905694;-1,4
23/12/2023 18.00;1;1;0;0;1;0;0;0;0;6,905694;0
23/12/2023 17.00;1;1;0;0;1;0;0;0;0;6,905694;0,1
23/12/2023 16.00;1;1;0;0;1;0;0;0;0;6,905694;1
23/12/2023 15.00;1;1;0;0;1;0;0;0;0;6,905694;2
23/12/2023 14.00;1;1;0;0;1;0;0;0;0;6,905694;3,1
23/12/2023 13.00;1;1;0;0;1;0;0;0;0;6,905694;2,8
23/12/2023 12.00;1;1;0;0;1;0;0;0;0;6,905694;1,8
23/12/2023 11.00;1;1;0;0;1;0;0;0;0;6,905694;1,5
23/12/2023 10.00;1;1;0;0;1;0;0;0;0;6,905694;0,9
23/12/2023 09.00;1;1;0;0;1;0;0;0;0;6,905694;0,9
23/12/2023 08.00;1;1;0;0;1;0;0;0;0;6,905694;0,4
23/12/2023 07.00;1;1;0;0;1;0;0;0;0;6,905694;0,9
23/12/2023 06.00;1;1;0;0;1;0;0;0;0;6,905694;1,5
23/12/2023 05.00;1;1;0;0;1;0;0;0;0;6,905694;1,7
23/12/2023 04.00;1;1;0;0;1;0;0;0;0;6,905694;1,9
23/12/2023 03.00;1;1;0;0;1;0;0;0;0;6,905694;2,2
23/12/2023 02.00;1;1;0;0;1;0;0;0;0;6,905694;1,1
23/12/2023 01.00;1;1;0;0;1;0;0;0;0;6,905694;0,2
23/12/2023 00.00;1;1;0;0;1;0;0;0;0;6,905694;0,7
22/12/2023 23.00;1;0;1;0;1;0;0;0;0;6,903748;0,4
22/12/2023 22.00;1;0;1;0;1;0;0;0;0;6,903748;0,3
22/12/2023 21.00;1;0;1;0;1;0;0;0;0;6,903748;0,8
22/12/2023 20.00;1;0;1;0;1;0;0;0;0;6,903748;1
22/12/2023 19.00;1;0;1;0;1;0;0;0;0;6,903748;0,9
22/12/2023 18.00;1;0;1;0;1;0;0;0;0;6,903748;0,5
22/12/2023 17.00;1;0;1;0;1;0;0;0;0;6,903748;1,2
22/12/2023 16.00;1;0;1;0;1;0;0;0;0;6,903748;1,8
22/12/2023 15.00;1;0;1;1;1;0;0;0;0;6,903748;2,1
22/12/2023 14.00;1;0;1;1;1;0;0;0;0;6,903748;3
22/12/2023 13.00;1;0;1;1;1;0;0;0;0;6,903748;3,5
22/12/2023 12.00;1;0;1;1;1;0;0;0;0;6,903748;3,6
22/12/2023 11.00;1;0;1;1;1;0;0;0;0;6,903748;3,4
22/12/2023 10.00;1;0;1;1;1;0;0;0;0;6,903748;3,2
22/12/2023 09.00;1;0;1;1;1;0;0;0;0;6,903748;2,9
22/12/2023 08.00;1;0;1;0;1;0;0;0;0;6,903748;3
22/12/2023 07.00;1;0;1;0;1;0;0;0;0;6,903748;3,3
22/12/2023 06.00;1;0;1;0;1;0;0;0;0;6,903748;3,5
22/12/2023 05.00;1;0;1;0;1;0;0;0;0;6,903748;3,5
22/12/2023 04.00;1;0;1;0;1;0;0;0;0;6,903748;3
22/12/2023 03.00;1;0;1;0;1;0;0;0;0;6,903748;2,9
22/12/2023 02.00;1;0;1;0;1;0;0;0;0;6,903748;1,8
22/12/2023 01.00;1;0;1;0;1;0;0;0;0;6,903748;2,6
22/12/2023 00.00;1;0;1;0;1;0;0;0;0;6,903748;3,6
21/12/2023 23.00;1;0;1;0;1;0;0;0;0;6,904144;3,8
21/12/2023 22.00;1;0;1;0;1;0;0;0;0;6,904144;4,2
21/12/2023 21.00;1;0;1;0;1;0;0;0;0;6,904144;4,4
21/12/2023 20.00;1;0;1;0;1;0;0;0;0;6,904144;4,8
21/12/2023 19.00;1;0;1;0;1;0;0;0;0;6,904144;4,4
21/12/2023 18.00;1;0;1;0;1;0;0;0;0;6,904144;4,6
21/12/2023 17.00;1;0;1;0;1;0;0;0;0;6,904144;4,3
21/12/2023 16.00;1;0;1;0;1;0;0;0;0;6,904144;5,5
21/12/2023 15.00;1;0;1;1;1;0;0;0;0;6,904144;6
21/12/2023 14.00;1;0;1;1;1;0;0;0;0;6,904144;5,4
21/12/2023 13.00;1;0;1;1;1;0;0;0;0;6,904144;6,9
21/12/2023 12.00;1;0;1;1;1;0;0;0;0;6,904144;7,7
21/12/2023 11.00;1;0;1;1;1;0;0;0;0;6,904144;7,8
21/12/2023 10.00;1;0;1;1;1;0;0;0;0;6,904144;7,8
21/12/2023 09.00;1;0;1;1;1;0;0;0;0;6,904144;7,7
21/12/2023 08.00;1;0;1;0;1;0;0;0;0;6,904144;7,7
21/12/2023 07.00;1;0;1;0;1;0;0;0;0;6,904144;7,6
21/12/2023 06.00;1;0;1;0;1;0;0;0;0;6,904144;7
21/12/2023 05.00;1;0;1;0;1;0;0;0;0;6,904144;5,6
21/12/2023 04.00;1;0;1;0;1;0;0;0;0;6,904144;4,8
21/12/2023 03.00;1;0;1;0;1;0;0;0;0;6,904144;4,2
21/12/2023 02.00;1;0;1;0;1;0;0;0;0;6,904144;3,1
21/12/2023 01.00;1;0;1;0;1;0;0;0;0;6,904144;3
21/12/2023 00.00;1;0;1;0;1;0;0;0;0;6,904144;3,1
20/12/2023 23.00;0;0;1;0;1;0;0;0;0;6,906881;3,3
20/12/2023 22.00;0;0;1;0;1;0;0;0;0;6,906881;3
20/12/2023 21.00;0;0;1;0;1;0;0;0;0;6,906881;2,8
20/12/2023 20.00;0;0;1;0;1;0;0;0;0;6,906881;3
20/12/2023 19.00;0;0;1;0;1;0;0;0;0;6,906881;2,6
20/12/2023 18.00;0;0;1;0;1;0;0;0;0;6,906881;2
20/12/2023 17.00;0;0;1;0;1;0;0;0;0;6,906881;2,1
20/12/2023 16.00;0;0;1;0;1;0;0;0;0;6,906881;2
20/12/2023 15.00;0;0;1;1;1;0;0;0;0;6,906881;3,4
20/12/2023 14.00;0;0;1;1;1;0;0;0;0;6,906881;3,9
20/12/2023 13.00;0;0;1;1;1;0;0;0;0;6,906881;3,9
20/12/2023 12.00;0;0;1;1;1;0;0;0;0;6,906881;3,7
20/12/2023 11.00;0;0;1;1;1;0;0;0;0;6,906881;3,1
20/12/2023 10.00;0;0;1;1;1;0;0;0;0;6,906881;3,2
20/12/2023 09.00;0;0;1;1;1;0;0;0;0;6,906881;3,6
20/12/2023 08.00;0;0;1;0;1;0;0;0;0;6,906881;3,1
20/12/2023 07.00;0;0;1;0;1;0;0;0;0;6,906881;2,3
20/12/2023 06.00;0;0;1;0;1;0;0;0;0;6,906881;2,9
20/12/2023 05.00;0;0;1;0;1;0;0;0;0;6,906881;3,1
20/12/2023 04.00;0;0;1;0;1;0;0;0;0;6,906881;3,9
20/12/2023 03.00;0;0;1;0;1;0;0;0;0;6,906881;3,9
20/12/2023 02.00;0;0;1;0;1;0;0;0;0;6,906881;4,3
20/12/2023 01.00;0;0;1;0;1;0;0;0;0;6,906881;3,6
20/12/2023 00.00;0;0;1;0;1;0;0;0;0;6,906881;3,4
19/12/2023 23.00;0;0;1;0;1;0;0;0;0;6,911952;4,1
19/12/2023 22.00;0;0;1;0;1;0;0;0;0;6,911952;3,6
19/12/2023 21.00;0;0;1;0;1;0;0;0;0;6,911952;3
19/12/2023 20.00;0;0;1;0;1;0;0;0;0;6,911952;3
19/12/2023 19.00;0;0;1;0;1;0;0;0;0;6,911952;3
19/12/2023 18.00;0;0;1;0;1;0;0;0;0;6,911952;3,1
19/12/2023 17.00;0;0;1;0;1;0;0;0;0;6,911952;3,5
19/12/2023 16.00;0;0;1;0;1;0;0;0;0;6,911952;4,5
19/12/2023 15.00;0;0;1;1;1;0;0;0;0;6,911952;5,3
19/12/2023 14.00;0;0;1;1;1;0;0;0;0;6,911952;5,8
19/12/2023 13.00;0;0;1;1;1;0;0;0;0;6,911952;6
19/12/2023 12.00;0;0;1;1;1;0;0;0;0;6,911952;6
19/12/2023 11.00;0;0;1;1;1;0;0;0;0;6,911952;5,9
19/12/2023 10.00;0;0;1;1;1;0;0;0;0;6,911952;6,5
19/12/2023 09.00;0;0;1;1;1;0;0;0;0;6,911952;6,8
19/12/2023 08.00;0;0;1;0;1;0;0;0;0;6,911952;6,9
19/12/2023 07.00;0;0;1;0;1;0;0;0;0;6,911952;7,4
19/12/2023 06.00;0;0;1;0;1;0;0;0;0;6,911952;7,6
19/12/2023 05.00;0;0;1;0;1;0;0;0;0;6,911952;7,8
19/12/2023 04.00;0;0;1;0;1;0;0;0;0;6,911952;8,1
19/12/2023 03.00;0;0;1;0;1;0;0;0;0;6,911952;8,2
19/12/2023 02.00;0;0;1;0;1;0;0;0;0;6,911952;8,5
19/12/2023 01.00;0;0;1;0;1;0;0;0;0;6,911952;8,7
19/12/2023 00.00;0;0;1;0;1;0;0;0;0;6,911952;9
18/12/2023 23.00;0;0;1;0;1;0;0;0;0;6,919348;9,2
18/12/2023 22.00;0;0;1;0;1;0;0;0;0;6,919348;9,2
18/12/2023 21.00;0;0;1;0;1;0;0;0;0;6,919348;8,9
18/12/2023 20.00;0;0;1;0;1;0;0;0;0;6,919348;8,6
18/12/2023 19.00;0;0;1;0;1;0;0;0;0;6,919348;8,4
18/12/2023 18.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 17.00;0;0;1;0;1;0;0;0;0;6,919348;8,2
18/12/2023 16.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 15.00;0;0;1;1;1;0;0;0;0;6,919348;8,4
18/12/2023 14.00;0;0;1;1;1;0;0;0;0;6,919348;8,5
18/12/2023 13.00;0;0;1;1;1;0;0;0;0;6,919348;8,5
18/12/2023 12.00;0;0;1;1;1;0;0;0;0;6,919348;8,5
18/12/2023 11.00;0;0;1;1;1;0;0;0;0;6,919348;8,5
18/12/2023 10.00;0;0;1;1;1;0;0;0;0;6,919348;8,3
18/12/2023 09.00;0;0;1;1;1;0;0;0;0;6,919348;8,2
18/12/2023 08.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 07.00;0;0;1;0;1;0;0;0;0;6,919348;8,4
18/12/2023 06.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 05.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 04.00;0;0;1;0;1;0;0;0;0;6,919348;8,4
18/12/2023 03.00;0;0;1;0;1;0;0;0;0;6,919348;8,4
18/12/2023 02.00;0;0;1;0;1;0;0;0;0;6,919348;8,3
18/12/2023 01.00;0;0;1;0;1;0;0;0;0;6,919348;8,1
18/12/2023 00.00;0;0;1;0;1;0;0;0;0;6,919348;8
17/12/2023 23.00;0;1;0;0;1;0;0;0;0;6,929058;7,8
17/12/2023 22.00;0;1;0;0;1;0;0;0;0;6,929058;7,8
17/12/2023 21.00;0;1;0;0;1;0;0;0;0;6,929058;7,7
17/12/2023 20.00;0;1;0;0;1;0;0;0;0;6,929058;7,6
17/12/2023 19.00;0;1;0;0;1;0;0;0;0;6,929058;7,8
17/12/2023 18.00;0;1;0;0;1;0;0;0;0;6,929058;7,7
17/12/2023 17.00;0;1;0;0;1;0;0;0;0;6,929058;7,9
17/12/2023 16.00;0;1;0;0;1;0;0;0;0;6,929058;8,3
17/12/2023 15.00;0;1;0;0;1;0;0;0;0;6,929058;8,2
17/12/2023 14.00;0;1;0;0;1;0;0;0;0;6,929058;8,1
17/12/2023 13.00;0;1;0;0;1;0;0;0;0;6,929058;8
17/12/2023 12.00;0;1;0;0;1;0;0;0;0;6,929058;8
17/12/2023 11.00;0;1;0;0;1;0;0;0;0;6,929058;8,2
17/12/2023 10.00;0;1;0;0;1;0;0;0;0;6,929058;8,3
17/12/2023 09.00;0;1;0;0;1;0;0;0;0;6,929058;8,4
17/12/2023 08.00;0;1;0;0;1;0;0;0;0;6,929058;8,6
17/12/2023 07.00;0;1;0;0;1;0;0;0;0;6,929058;8,6
17/12/2023 06.00;0;1;0;0;1;0;0;0;0;6,929058;8,4
17/12/2023 05.00;0;1;0;0;1;0;0;0;0;6,929058;8,3
17/12/2023 04.00;0;1;0;0;1;0;0;0;0;6,929058;8,1
17/12/2023 03.00;0;1;0;0;1;0;0;0;0;6,929058;8,1
17/12/2023 02.00;0;1;0;0;1;0;0;0;0;6,929058;8,2
17/12/2023 01.00;0;1;0;0;1;0;0;0;0;6,929058;8,5
17/12/2023 00.00;0;1;0;0;1;0;0;0;0;6,929058;8,6
16/12/2023 23.00;0;1;0;0;1;0;0;0;0;6,941064;8,7
16/12/2023 22.00;0;1;0;0;1;0;0;0;0;6,941064;8,8
16/12/2023 21.00;0;1;0;0;1;0;0;0;0;6,941064;8,6
16/12/2023 20.00;0;1;0;0;1;0;0;0;0;6,941064;8,7
16/12/2023 19.00;0;1;0;0;1;0;0;0;0;6,941064;8,7
16/12/2023 18.00;0;1;0;0;1;0;0;0;0;6,941064;8,8
16/12/2023 17.00;0;1;0;0;1;0;0;0;0;6,941064;9
16/12/2023 16.00;0;1;0;0;1;0;0;0;0;6,941064;8,7
16/12/2023 15.00;0;1;0;0;1;0;0;0;0;6,941064;8,6
