HourUTC;School_holiday;Weekend;Week_day;Working_hours;Winter;Spring;Summer;Autumn;Holiday;Daylight_hours;Mean_temp
21/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,326093;16
21/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,326093;15,7
21/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,326093;15,2
21/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,326093;15,6
21/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,326093;16
20/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,403338;16,7
20/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,403338;16,9
20/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,403338;16,9
20/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,403338;16,9
20/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,403338;16,8
20/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,403338;16,7
20/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,403338;16,4
20/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,403338;16,5
20/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,403338;17,7
20/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,403338;17,4
20/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,403338;17,2
20/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,403338;18,7
20/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,403338;18,6
20/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,403338;18
20/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,403338;17,8
20/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,403338;16,7
20/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,403338;16,6
20/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,403338;16,6
20/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,403338;16,6
20/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,403338;16,6
20/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,403338;16,5
20/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,403338;16,4
20/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,403338;16,8
20/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,403338;16,9
19/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,480561;16,7
19/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,480561;16,3
19/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,480561;16,2
19/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,480561;16,5
19/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,480561;16,5
19/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,480561;16,3
19/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,480561;15,5
19/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,480561;13,1
19/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,480561;12,4
19/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,480561;12,7
19/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,480561;12,8
19/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,480561;12,8
19/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,480561;13,8
19/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,480561;12,6
19/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,480561;11,7
19/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,480561;11,6
19/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,480561;10,5
19/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,480561;10,2
19/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,480561;12
19/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,480561;13,1
19/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,480561;13,8
19/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,480561;14,4
19/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,480561;15,6
19/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,480561;16,3
18/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,557756;16,7
18/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,557756;16,5
18/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,557756;16,1
18/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,557756;17,1
18/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,557756;17,5
18/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,557756;18,1
18/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,557756;18,5
18/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,557756;18,9
18/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,557756;18,6
18/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,557756;18,1
18/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,557756;18,8
18/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,557756;19,7
18/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,557756;20
18/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,557756;20,2
18/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,557756;19,1
18/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,557756;18,1
18/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,557756;17,6
18/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,557756;17,3
18/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,557756;17,2
18/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,557756;16,9
18/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,557756;16,5
18/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,557756;16,6
18/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,557756;17
18/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,557756;17,1
17/09/2023 23.00;0;1;0;0;0;0;0;1;0;12,634922;17
17/09/2023 22.00;0;1;0;0;0;0;0;1;0;12,634922;17,2
17/09/2023 21.00;0;1;0;0;0;0;0;1;0;12,634922;17,6
17/09/2023 20.00;0;1;0;0;0;0;0;1;0;12,634922;18,7
17/09/2023 19.00;0;1;0;0;0;0;0;1;0;12,634922;19,3
17/09/2023 18.00;0;1;0;0;0;0;0;1;0;12,634922;20
17/09/2023 17.00;0;1;0;0;0;0;0;1;0;12,634922;20,9
17/09/2023 16.00;0;1;0;0;0;0;0;1;0;12,634922;21,4
17/09/2023 15.00;0;1;0;0;0;0;0;1;0;12,634922;21,4
17/09/2023 14.00;0;1;0;0;0;0;0;1;0;12,634922;22,3
17/09/2023 13.00;0;1;0;0;0;0;0;1;0;12,634922;21,7
17/09/2023 12.00;0;1;0;0;0;0;0;1;0;12,634922;21
17/09/2023 11.00;0;1;0;0;0;0;0;1;0;12,634922;20,2
17/09/2023 10.00;0;1;0;0;0;0;0;1;0;12,634922;18,6
17/09/2023 09.00;0;1;0;0;0;0;0;1;0;12,634922;16,2
17/09/2023 08.00;0;1;0;0;0;0;0;1;0;12,634922;14,7
17/09/2023 07.00;0;1;0;0;0;0;0;1;0;12,634922;14,1
17/09/2023 06.00;0;1;0;0;0;0;0;1;0;12,634922;13,9
17/09/2023 05.00;0;1;0;0;0;0;0;1;0;12,634922;14,1
17/09/2023 04.00;0;1;0;0;0;0;0;1;0;12,634922;14,4
17/09/2023 03.00;0;1;0;0;0;0;0;1;0;12,634922;14,4
17/09/2023 02.00;0;1;0;0;0;0;0;1;0;12,634922;14,1
17/09/2023 01.00;0;1;0;0;0;0;0;1;0;12,634922;13,6
17/09/2023 00.00;0;1;0;0;0;0;0;1;0;12,634922;10,5
16/09/2023 23.00;0;1;0;0;0;0;0;1;0;12,712054;10,4
16/09/2023 22.00;0;1;0;0;0;0;0;1;0;12,712054;12
16/09/2023 21.00;0;1;0;0;0;0;0;1;0;12,712054;13,1
16/09/2023 20.00;0;1;0;0;0;0;0;1;0;12,712054;15,6
16/09/2023 19.00;0;1;0;0;0;0;0;1;0;12,712054;17,8
16/09/2023 18.00;0;1;0;0;0;0;0;1;0;12,712054;18,4
16/09/2023 17.00;0;1;0;0;0;0;0;1;0;12,712054;19,3
16/09/2023 16.00;0;1;0;0;0;0;0;1;0;12,712054;20,5
16/09/2023 15.00;0;1;0;0;0;0;0;1;0;12,712054;20,6
16/09/2023 14.00;0;1;0;0;0;0;0;1;0;12,712054;20,5
16/09/2023 13.00;0;1;0;0;0;0;0;1;0;12,712054;20,9
16/09/2023 12.00;0;1;0;0;0;0;0;1;0;12,712054;20,6
16/09/2023 11.00;0;1;0;0;0;0;0;1;0;12,712054;20,3
16/09/2023 10.00;0;1;0;0;0;0;0;1;0;12,712054;18,6
16/09/2023 09.00;0;1;0;0;0;0;0;1;0;12,712054;16,6
16/09/2023 08.00;0;1;0;0;0;0;0;1;0;12,712054;15,3
16/09/2023 07.00;0;1;0;0;0;0;0;1;0;12,712054;14,1
16/09/2023 06.00;0;1;0;0;0;0;0;1;0;12,712054;13,2
16/09/2023 05.00;0;1;0;0;0;0;0;1;0;12,712054;12,2
16/09/2023 04.00;0;1;0;0;0;0;0;1;0;12,712054;11,6
16/09/2023 03.00;0;1;0;0;0;0;0;1;0;12,712054;10,4
16/09/2023 02.00;0;1;0;0;0;0;0;1;0;12,712054;10,8
16/09/2023 01.00;0;1;0;0;0;0;0;1;0;12,712054;11,2
16/09/2023 00.00;0;1;0;0;0;0;0;1;0;12,712054;11
15/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,789147;11,3
15/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,789147;11,5
15/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,789147;11,7
15/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,789147;12,1
15/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,789147;14
15/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,789147;15,5
15/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,789147;17,5
15/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,789147;18,2
15/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,789147;18,4
15/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,789147;18,6
15/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,789147;18,8
15/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,789147;18,4
15/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,789147;18,1
15/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,789147;17,2
15/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,789147;16,3
15/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,789147;15,4
15/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,789147;13,6
15/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,789147;13,3
15/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,789147;13,1
15/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,789147;13,5
15/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,789147;13,3
15/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,789147;13,5
15/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,789147;13,7
15/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,789147;14
14/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,866199;14,1
14/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,866199;13,9
14/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,866199;13,8
14/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,866199;13,8
14/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,866199;14,3
14/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,866199;15,2
14/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,866199;16
14/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,866199;16,4
14/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,866199;16,5
14/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,866199;17,1
14/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,866199;16,9
14/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,866199;16,1
14/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,866199;15,1
14/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,866199;14,6
14/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,866199;12,9
14/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,866199;10,2
14/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,866199;7,3
14/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,866199;4,6
14/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,866199;3,2
14/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,866199;2,1
14/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,866199;2,5
14/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,866199;2,9
14/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,866199;2,9
14/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,866199;3,8
13/09/2023 23.00;0;0;1;0;0;0;0;1;0;12,943204;4,7
13/09/2023 22.00;0;0;1;0;0;0;0;1;0;12,943204;5,9
13/09/2023 21.00;0;0;1;0;0;0;0;1;0;12,943204;8,3
13/09/2023 20.00;0;0;1;0;0;0;0;1;0;12,943204;10,2
13/09/2023 19.00;0;0;1;0;0;0;0;1;0;12,943204;11,9
13/09/2023 18.00;0;0;1;0;0;0;0;1;0;12,943204;14
13/09/2023 17.00;0;0;1;0;0;0;0;1;0;12,943204;16
13/09/2023 16.00;0;0;1;0;0;0;0;1;0;12,943204;16,6
13/09/2023 15.00;0;0;1;1;0;0;0;1;0;12,943204;17,1
13/09/2023 14.00;0;0;1;1;0;0;0;1;0;12,943204;17,2
13/09/2023 13.00;0;0;1;1;0;0;0;1;0;12,943204;16,7
13/09/2023 12.00;0;0;1;1;0;0;0;1;0;12,943204;16,5
13/09/2023 11.00;0;0;1;1;0;0;0;1;0;12,943204;15,2
13/09/2023 10.00;0;0;1;1;0;0;0;1;0;12,943204;14,5
13/09/2023 09.00;0;0;1;1;0;0;0;1;0;12,943204;13,7
13/09/2023 08.00;0;0;1;0;0;0;0;1;0;12,943204;13,7
13/09/2023 07.00;0;0;1;0;0;0;0;1;0;12,943204;12,2
13/09/2023 06.00;0;0;1;0;0;0;0;1;0;12,943204;11,1
13/09/2023 05.00;0;0;1;0;0;0;0;1;0;12,943204;11,3
13/09/2023 04.00;0;0;1;0;0;0;0;1;0;12,943204;11,2
13/09/2023 03.00;0;0;1;0;0;0;0;1;0;12,943204;11,7
13/09/2023 02.00;0;0;1;0;0;0;0;1;0;12,943204;11,9
13/09/2023 01.00;0;0;1;0;0;0;0;1;0;12,943204;11,8
13/09/2023 00.00;0;0;1;0;0;0;0;1;0;12,943204;11,9
12/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,020158;12,1
12/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,020158;12,4
12/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,020158;13,1
12/09/2023 20.00;0;0;1;0;0;0;0;1;0;13,020158;13,6
12/09/2023 19.00;0;0;1;0;0;0;0;1;0;13,020158;14,2
12/09/2023 18.00;0;0;1;0;0;0;0;1;0;13,020158;15,3
12/09/2023 17.00;0;0;1;0;0;0;0;1;0;13,020158;15,3
12/09/2023 16.00;0;0;1;0;0;0;0;1;0;13,020158;15,1
12/09/2023 15.00;0;0;1;1;0;0;0;1;0;13,020158;14,5
12/09/2023 14.00;0;0;1;1;0;0;0;1;0;13,020158;13,5
12/09/2023 13.00;0;0;1;1;0;0;0;1;0;13,020158;15,2
12/09/2023 12.00;0;0;1;1;0;0;0;1;0;13,020158;15,9
12/09/2023 11.00;0;0;1;1;0;0;0;1;0;13,020158;15,9
12/09/2023 10.00;0;0;1;1;0;0;0;1;0;13,020158;16,7
12/09/2023 09.00;0;0;1;1;0;0;0;1;0;13,020158;17
12/09/2023 08.00;0;0;1;0;0;0;0;1;0;13,020158;17,6
12/09/2023 07.00;0;0;1;0;0;0;0;1;0;13,020158;17
12/09/2023 06.00;0;0;1;0;0;0;0;1;0;13,020158;16,4
12/09/2023 05.00;0;0;1;0;0;0;0;1;0;13,020158;16,7
12/09/2023 04.00;0;0;1;0;0;0;0;1;0;13,020158;17,1
12/09/2023 03.00;0;0;1;0;0;0;0;1;0;13,020158;17,3
12/09/2023 02.00;0;0;1;0;0;0;0;1;0;13,020158;17,4
12/09/2023 01.00;0;0;1;0;0;0;0;1;0;13,020158;17,5
12/09/2023 00.00;0;0;1;0;0;0;0;1;0;13,020158;17,7
11/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,097058;17,9
11/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,097058;18,2
11/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,097058;18,6
11/09/2023 20.00;0;0;1;0;0;0;0;1;0;13,097058;19,2
11/09/2023 19.00;0;0;1;0;0;0;0;1;0;13,097058;20,4
11/09/2023 18.00;0;0;1;0;0;0;0;1;0;13,097058;22,3
11/09/2023 17.00;0;0;1;0;0;0;0;1;0;13,097058;24
11/09/2023 16.00;0;0;1;0;0;0;0;1;0;13,097058;24,9
11/09/2023 15.00;0;0;1;1;0;0;0;1;0;13,097058;25,2
11/09/2023 14.00;0;0;1;1;0;0;0;1;0;13,097058;25,7
11/09/2023 13.00;0;0;1;1;0;0;0;1;0;13,097058;24,8
11/09/2023 12.00;0;0;1;1;0;0;0;1;0;13,097058;23,7
11/09/2023 11.00;0;0;1;1;0;0;0;1;0;13,097058;22,7
11/09/2023 10.00;0;0;1;1;0;0;0;1;0;13,097058;20,9
11/09/2023 09.00;0;0;1;1;0;0;0;1;0;13,097058;18,8
11/09/2023 08.00;0;0;1;0;0;0;0;1;0;13,097058;17,4
11/09/2023 07.00;0;0;1;0;0;0;0;1;0;13,097058;16,3
11/09/2023 06.00;0;0;1;0;0;0;0;1;0;13,097058;16
11/09/2023 05.00;0;0;1;0;0;0;0;1;0;13,097058;15,5
11/09/2023 04.00;0;0;1;0;0;0;0;1;0;13,097058;14,8
11/09/2023 03.00;0;0;1;0;0;0;0;1;0;13,097058;14,7
11/09/2023 02.00;0;0;1;0;0;0;0;1;0;13,097058;13,6
11/09/2023 01.00;0;0;1;0;0;0;0;1;0;13,097058;13,1
11/09/2023 00.00;0;0;1;0;0;0;0;1;0;13,097058;13,2
10/09/2023 23.00;0;1;0;0;0;0;0;1;0;13,173897;13,3
10/09/2023 22.00;0;1;0;0;0;0;0;1;0;13,173897;13,6
10/09/2023 21.00;0;1;0;0;0;0;0;1;0;13,173897;14,5
10/09/2023 20.00;0;1;0;0;0;0;0;1;0;13,173897;16,1
10/09/2023 19.00;0;1;0;0;0;0;0;1;0;13,173897;18,1
10/09/2023 18.00;0;1;0;0;0;0;0;1;0;13,173897;20,5
10/09/2023 17.00;0;1;0;0;0;0;0;1;0;13,173897;23
10/09/2023 16.00;0;1;0;0;0;0;0;1;0;13,173897;23,9
10/09/2023 15.00;0;1;0;0;0;0;0;1;0;13,173897;23,9
10/09/2023 14.00;0;1;0;0;0;0;0;1;0;13,173897;23,4
10/09/2023 13.00;0;1;0;0;0;0;0;1;0;13,173897;22,3
10/09/2023 12.00;0;1;0;0;0;0;0;1;0;13,173897;20,6
10/09/2023 11.00;0;1;0;0;0;0;0;1;0;13,173897;18,4
10/09/2023 10.00;0;1;0;0;0;0;0;1;0;13,173897;17,2
10/09/2023 09.00;0;1;0;0;0;0;0;1;0;13,173897;16,6
10/09/2023 08.00;0;1;0;0;0;0;0;1;0;13,173897;16
10/09/2023 07.00;0;1;0;0;0;0;0;1;0;13,173897;15,5
10/09/2023 06.00;0;1;0;0;0;0;0;1;0;13,173897;15,3
10/09/2023 05.00;0;1;0;0;0;0;0;1;0;13,173897;15,3
10/09/2023 04.00;0;1;0;0;0;0;0;1;0;13,173897;15,4
10/09/2023 03.00;0;1;0;0;0;0;0;1;0;13,173897;15,4
10/09/2023 02.00;0;1;0;0;0;0;0;1;0;13,173897;15,3
10/09/2023 01.00;0;1;0;0;0;0;0;1;0;13,173897;16,1
10/09/2023 00.00;0;1;0;0;0;0;0;1;0;13,173897;16,5
09/09/2023 23.00;0;1;0;0;0;0;0;1;0;13,250672;16,2
09/09/2023 22.00;0;1;0;0;0;0;0;1;0;13,250672;15,3
09/09/2023 21.00;0;1;0;0;0;0;0;1;0;13,250672;15,4
09/09/2023 20.00;0;1;0;0;0;0;0;1;0;13,250672;16,4
09/09/2023 19.00;0;1;0;0;0;0;0;1;0;13,250672;18,8
09/09/2023 18.00;0;1;0;0;0;0;0;1;0;13,250672;22
09/09/2023 17.00;0;1;0;0;0;0;0;1;0;13,250672;24,5
09/09/2023 16.00;0;1;0;0;0;0;0;1;0;13,250672;25,3
09/09/2023 15.00;0;1;0;0;0;0;0;1;0;13,250672;27
09/09/2023 14.00;0;1;0;0;0;0;0;1;0;13,250672;27
09/09/2023 13.00;0;1;0;0;0;0;0;1;0;13,250672;27,1
09/09/2023 12.00;0;1;0;0;0;0;0;1;0;13,250672;26,8
09/09/2023 11.00;0;1;0;0;0;0;0;1;0;13,250672;26,1
09/09/2023 10.00;0;1;0;0;0;0;0;1;0;13,250672;24,5
09/09/2023 09.00;0;1;0;0;0;0;0;1;0;13,250672;22,6
09/09/2023 08.00;0;1;0;0;0;0;0;1;0;13,250672;20,1
09/09/2023 07.00;0;1;0;0;0;0;0;1;0;13,250672;17,4
09/09/2023 06.00;0;1;0;0;0;0;0;1;0;13,250672;15
09/09/2023 05.00;0;1;0;0;0;0;0;1;0;13,250672;13,4
09/09/2023 04.00;0;1;0;0;0;0;0;1;0;13,250672;13,5
09/09/2023 03.00;0;1;0;0;0;0;0;1;0;13,250672;13,6
09/09/2023 02.00;0;1;0;0;0;0;0;1;0;13,250672;14,4
09/09/2023 01.00;0;1;0;0;0;0;0;1;0;13,250672;15,8
09/09/2023 00.00;0;1;0;0;0;0;0;1;0;13,250672;14,9
08/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,327376;14,9
08/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,327376;15,6
08/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,327376;16,6
08/09/2023 20.00;0;0;1;0;0;0;0;1;0;13,327376;17,4
08/09/2023 19.00;0;0;1;0;0;0;0;1;0;13,327376;18,9
08/09/2023 18.00;0;0;1;0;0;0;0;1;0;13,327376;21,3
08/09/2023 17.00;0;0;1;0;0;0;0;1;0;13,327376;24
08/09/2023 16.00;0;0;1;0;0;0;0;1;0;13,327376;24,4
08/09/2023 15.00;0;0;1;1;0;0;0;1;0;13,327376;25,2
08/09/2023 14.00;0;0;1;1;0;0;0;1;0;13,327376;24,9
08/09/2023 13.00;0;0;1;1;0;0;0;1;0;13,327376;25,1
08/09/2023 12.00;0;0;1;1;0;0;0;1;0;13,327376;24,3
08/09/2023 11.00;0;0;1;1;0;0;0;1;0;13,327376;22,9
08/09/2023 10.00;0;0;1;1;0;0;0;1;0;13,327376;21
08/09/2023 09.00;0;0;1;1;0;0;0;1;0;13,327376;19
08/09/2023 08.00;0;0;1;0;0;0;0;1;0;13,327376;16,8
08/09/2023 07.00;0;0;1;0;0;0;0;1;0;13,327376;15,7
08/09/2023 06.00;0;0;1;0;0;0;0;1;0;13,327376;15,1
08/09/2023 05.00;0;0;1;0;0;0;0;1;0;13,327376;14,5
08/09/2023 04.00;0;0;1;0;0;0;0;1;0;13,327376;14,6
08/09/2023 03.00;0;0;1;0;0;0;0;1;0;13,327376;14,8
08/09/2023 02.00;0;0;1;0;0;0;0;1;0;13,327376;15,3
08/09/2023 01.00;0;0;1;0;0;0;0;1;0;13,327376;15,4
08/09/2023 00.00;0;0;1;0;0;0;0;1;0;13,327376;16,2
07/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,404004;16,7
07/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,404004;17,2
07/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,404004;17,4
07/09/2023 20.00;0;0;1;0;0;0;0;1;0;13,404004;17,8
07/09/2023 19.00;0;0;1;0;0;0;0;1;0;13,404004;19,2
07/09/2023 18.00;0;0;1;0;0;0;0;1;0;13,404004;21,7
07/09/2023 17.00;0;0;1;0;0;0;0;1;0;13,404004;23,3
07/09/2023 16.00;0;0;1;0;0;0;0;1;0;13,404004;24,3
07/09/2023 15.00;0;0;1;1;0;0;0;1;0;13,404004;24,9
07/09/2023 14.00;0;0;1;1;0;0;0;1;0;13,404004;24,7
07/09/2023 13.00;0;0;1;1;0;0;0;1;0;13,404004;23,5
07/09/2023 12.00;0;0;1;1;0;0;0;1;0;13,404004;21,8
07/09/2023 11.00;0;0;1;1;0;0;0;1;0;13,404004;20,2
07/09/2023 10.00;0;0;1;1;0;0;0;1;0;13,404004;18,3
07/09/2023 09.00;0;0;1;1;0;0;0;1;0;13,404004;17,2
07/09/2023 08.00;0;0;1;0;0;0;0;1;0;13,404004;16,8
07/09/2023 07.00;0;0;1;0;0;0;0;1;0;13,404004;16,3
07/09/2023 06.00;0;0;1;0;0;0;0;1;0;13,404004;15,8
07/09/2023 05.00;0;0;1;0;0;0;0;1;0;13,404004;15,4
07/09/2023 04.00;0;0;1;0;0;0;0;1;0;13,404004;15,3
07/09/2023 03.00;0;0;1;0;0;0;0;1;0;13,404004;15,5
07/09/2023 02.00;0;0;1;0;0;0;0;1;0;13,404004;15,7
07/09/2023 01.00;0;0;1;0;0;0;0;1;0;13,404004;15,6
07/09/2023 00.00;0;0;1;0;0;0;0;1;0;13,404004;15,6
06/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,480551;15,4
06/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,480551;15,1
06/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,480551;15,2
06/09/2023 20.00;0;0;1;0;0;0;0;1;0;13,480551;16,1
06/09/2023 19.00;0;0;1;0;0;0;0;1;0;13,480551;18,4
06/09/2023 18.00;0;0;1;0;0;0;0;1;0;13,480551;21
06/09/2023 17.00;0;0;1;0;0;0;0;1;0;13,480551;22,7
06/09/2023 16.00;0;0;1;0;0;0;0;1;0;13,480551;23,6
06/09/2023 15.00;0;0;1;1;0;0;0;1;0;13,480551;24,7
06/09/2023 14.00;0;0;1;1;0;0;0;1;0;13,480551;24,9
06/09/2023 13.00;0;0;1;1;0;0;0;1;0;13,480551;24,5
06/09/2023 12.00;0;0;1;1;0;0;0;1;0;13,480551;23,7
06/09/2023 11.00;0;0;1;1;0;0;0;1;0;13,480551;22,2
06/09/2023 10.00;0;0;1;1;0;0;0;1;0;13,480551;18,7
06/09/2023 09.00;0;0;1;1;0;0;0;1;0;13,480551;14,9
06/09/2023 08.00;0;0;1;0;0;0;0;1;0;13,480551;13,2
06/09/2023 07.00;0;0;1;0;0;0;0;1;0;13,480551;12,4
06/09/2023 06.00;0;0;1;0;0;0;0;1;0;13,480551;11,4
06/09/2023 05.00;0;0;1;0;0;0;0;1;0;13,480551;9,9
06/09/2023 04.00;0;0;1;0;0;0;0;1;0;13,480551;9,6
06/09/2023 03.00;0;0;1;0;0;0;0;1;0;13,480551;9,7
06/09/2023 02.00;0;0;1;0;0;0;0;1;0;13,480551;8,5
06/09/2023 01.00;0;0;1;0;0;0;0;1;0;13,480551;7,4
06/09/2023 00.00;0;0;1;0;0;0;0;1;0;13,480551;7,9
05/09/2023 23.00;0;0;1;0;0;0;0;1;0;13,55701;9
05/09/2023 22.00;0;0;1;0;0;0;0;1;0;13,55701;10,2
05/09/2023 21.00;0;0;1;0;0;0;0;1;0;13,55701;11,8
